Straßenname;Hinweis_zum_Straßennamen;Planquadrat_von;Planquadrat_bis;Lage_im_Straßennetz_von_Straße;Lage_im_Straßennetz_bis_Straße;Stadtteilname;Postleitzahl;Straßenschluessel-Nr.;ungerade_Haus-Nr._von;ungerade_Haus-Nr._bis;gerade_Haus-Nr._von;gerade_Haus-Nr._bis;Stadtteil-Nr.
Kartäuserstraße;;4582;4583;Unterrather Straße;nach Norden;Unterrath;40468;2120;;;;;62
Karweg;;4870;;Am Trippelsberg;Münchener Straße;Holthausen;40589;2121;;;;;93
Kasernenstraße;;4477;4476;Flinger Straße;Haroldstraße;Altstadt;40213;2122;1a ;1b;;;11
Kasernenstraße;;4477;4476;Flinger Straße;Haroldstraße;Carlstadt;40213;2122;1;999;;;12
Kasernenstraße;;4477;4476;Flinger Straße;Haroldstraße;Stadtmitte;40213;2122;;;2;998;13
Kastanienallee;;4980;;Rennbahnstrae;Am Wackerzapf;Rath;40629;2123;;;2;998;63
Kastanienallee;;4980;;Rennbahnstraße;Am Wackerzapf;Ludenberg;40629;2123;1;999;;;73
Kastanienhof;;4673;;Christophstraße;nach Osten;Bilk;40225;3681;;;;;36
Katharinenkloster;siehe Am Katharinenkloster;;;;;;;;;;;;
Katharinenstraße;;5076;;Glashüttenstraße;In der Meide kreuz. über d. hinaus;Gerresheim;40627;2124;;;;;71
Kattowitzer Straße;;4875;;Torgauer Straße;Glatzer Straße;Eller;40231;2125;;;;;82
Katzbachstraße;;4875;;Schlesische Straße;Torgauer Straße;Lierenfeld;40231;2126;;;2;998;81
Katzbachstraße;;4875;;Schlesische Straße;Torgauer Straße;Eller;40231;2126;1;999;;;82
Kavalleriestraße;;4476;;Haroldstraße;Reichsstraße;Unterbilk;40213;2127;;;;;32
Kay-und-Lore-Lorentz-Platz;;4477;;Hunsrückenstraße;Grabbeplatz;Altstadt;40213;3774;;;;;11
Kehler Straße;;4482;;Breisacher Straße;Eckenerstraße;Unterrath;40468;2129;;;;;62
Kehrbesen;siehe Am K.;;;;;;;;;;;;
Keienhof;siehe Am K.;;;;;;;;;;;;
Keldachstraße;;4473;4474;Chlodwigstraße;Stoffeler Damm;Bilk;40225;2130;;;;;36
Keldenichstraße;;5078;;Gräulinger Straße;Metzkauser Straße;Gerresheim;40625;2131;;;;;71
Kelheimer Straße;;5071;;Karl-Hohmann-Str.;Eisenbahn;Reisholz;40599;2132;;;;;94
Keller-Straße;siehe Gottfried-K.-Str.;;;;;;;;;;;;
Kelsweg;;4582;4682;Kürtenstraße;Lichtenbroicher Weg;Unterrath;40472;2133;;;;;62
Kempener Straße;;4379;4380;Rotterdamer Straße;nach Nordosten;Golzheim;40474;2134;;;;;16
Kempgensweg;;4875;;westlich Am Stufstock;Reisholzer Straße;Lierenfeld;40231;2135;;;;;81
Kennedydamm;;4480;4479;Kaiserswerther Str.;Uerdinger Straße;Golzheim;40476;2136;;;;;16
Keplerstraße;;4575;;Morsestraße;Oberbilker Allee;Friedrichstadt;40215;2137;;;;;31
Kesselsbergweg;;4386;4285;Am Wiedenhof;Kalkumer Schlossallee;Kaiserswerth;40489;2138;;;;;53
Kesselstraße;;4275;4276;Holzstraße;nach Nordosten;Hafen;40221;2139;;;;;33
Kettelbecksweg;;5082;5182;Am Bauenhaus;Knittkuhler Straße;Rath;40472;721;1;79;2;80;63
Kettelbecksweg;;5082;5182;Am Bauenhaus;Knittkuhler Straße;Knittkuhl;40472;721;81;999;82;998;75
Kettelerstraße;;5168;;Bockhackstraße;Rittersbergstraße;Urdenbach;40593;2140;;;;;96
Kettwiger Straße;;4777;4676;Erkrather Straße;Behrenstraße;Flingern Süd;40233;2141;;;;;21
Kevelaerer Straße;;3977;3978;Heerdter Landstr.;Stadtgrenze;Heerdt;40549;2144;;;;;42
Kiefernforst;siehe Am K.;;;;;;;;;;;;
Kiefernstraße;;4676;4776;Fichtenstraße;Erkrather Straße;Flingern Süd;40233;2145;;;;;21
Kiefernweg;;5171;;Dirschauer Weg;Erlenweg;Hassels;40599;2146;;;;;98
Kieler Straße;;4176;;Cuxhavener Straße;nach Westen und 0st;Hafen;40221;2147;;;;;33
Kienzle-Straße;siehe Wilhelm-K.-Str.;;;;;;;;;;;;
Kiepe-Platz;;5071;;Wendehammer Bublitzer Str.;;Hassels;40599;3857;;;;;98
Kieselstraße;;4878;;Altenbergstraße;Limburgstraße;Grafenberg;40235;2148;;;;;72
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Lichtenbroich;40472;2149;;;2;52;61
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Lichtenbroich;40472;2149;;;54;98;61
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Lichtenbroich;40468;2149;;;100;240;61
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Unterrath;40472;2149;1;21;;;62
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Unterrath;40468;2149;23;47;;;62
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Unterrath;40468;2149;49;153;242;252;62
Kieshecker Weg;;4483;4683;Lichtenbroicher Weg;Kalkumer Straße;Unterrath;40468;2149;155;999;254;998;62
Kiesselbachstraße;;4871;;Walther-Rathenau-Str.;Meyerhofstraße;Holthausen;40589;2150;;;;;93
Kikweg;;4973;5274;Deutzer Straße;Rathelbeckstraße;Eller;40229;2151;1;151;2;152;82
Kikweg;;4973;5274;Deutzer Straße;Rathelbeckstraße;Vennhausen;40229;2151;;;154;450;83
Kikweg;;4973;5274;Deutzer Straße;Rathelbeckstraße;Unterbach;40229;2151;153;999;452;998;84
Kinkelstraße;;4474;;Kopernikusstraße;Südring;Bilk;40223;2153;;;;;36
Kippes-Weg;siehe Benedikt-K.-W.;;;;;;;;;;;;
Kirchenweg;;4590;;Rahmer Straße;Stadtgrenze;Angermund;40489;861;;;;;55
Kirchfeldstraße;;4575;4475;Kronprinzenstraße;Hüttenstraße;Friedrichstadt;40217;2154;69;83;56;72;31
Kirchfeldstraße;;4575;4475;Kronprinzenstraße;Hüttenstraße;Friedrichstadt;40215;2154;85;125;74;108;31
Kirchfeldstraße;;4575;4475;Kronprinzenstraße;Hüttenstraße;Friedrichstadt;40215;2154;127;999;110;998;31
Kirchfeldstraße;;4575;4475;Kronprinzenstraße;Hüttenstraße;Unterbilk;40217;2154;1;53;2;50;32
Kirchfeldstraße;;4575;4475;Kronprinzenstraße;Hüttenstraße;Unterbilk;40217;2154;55;67;52;54;32
Kirchhoffweg;;4672;4673;Geißlerweg;Ohmweg;Wersten;40591;2155;;;;;91
Kirchplatz;;4475;;Kirchfeldstraße;Fürstenwall;Unterbilk;40217;2156;;;;;32
Kirchstraße;;4675;;Ellerstraße;Oberbilker Allee;Oberbilk;40227;2157;;;;;37
Kirchweg;;4589;4588;Bahnhofstraße;Im Kleinen Winkel;Angermund;40489;609;;;;;55
Kirchweg;siehe Wittlaerer K.;;;;;;;;;;;;
Kirschbaumwäldchen;siehe Am K.;;;;;;;;;;;;
Kirschblütenweg;;5374;;Am Weyersberg;Am Weyersberg;Unterbach;40627;782;;;;;84
Kißbergweg;;5180;;Schellbergweg;Bolderbergweg;Ludenberg;40629;2158;;;;;73
Kissinger Straße;;4873;4973;Ludwigstraße;Ludwigstraße;Eller;40229;3144;;;;;82
Kittelbachstraße;;4285;4284;Niederrheinstraße;Kittelbach;Kaiserswerth;40489;2159;;;;;53
Klapheckstraße;;4380;4381;südl. der Eichend.-Str.;Koetschaustraße;Stockum;40474;2160;;;;;51
Klarastraße;;4589;;Am Angerfeld;Melaniestraße;Angermund;40489;610;;;;;55
Klarenbach-Straße;siehe Adolf-K.-Str.;;;;;;;;;;;;
Klashausweg;;5181;5281;Knittkuhler Straße;nach Nordosten;Hubbelrath;40629;743;;;;;74
Klaus-Bungert-Straße;;4482;4382;Peter-Müller-Straße;nach Westen;Unterrath;40468;3493;;;;;62
Klausener-Straße;siehe Erich-K.-Str.;;;;;;;;;;;;
Klausingstraße;;4380;;Hermann-Weill-Straße;Erwin-von-Witzleben-Straße;Golzheim;40474;2161;;;;;16
Klee-Platz;siehe Paul-K.-Pl.;;;;;;;;;;;;
Kleesattel-Straße;siehe Josef-K.-Str.;;;;;;;;;;;;
Klees-Straße;siehe Karl-Friedrich-Klees-Straße;;;;;;;;;;;;
Klee-Weg;siehe Paul-K.-W.;;;;;;;;;;;;
Kleianskreuz;siehe Am K.;;;;;;;;;;;;
Kleianspatt;;4385;;Oberdorfstraße;Am Frohnhof;Kalkum;40489;677;;;;;56
Kleiansring;;4385;;Zeppenheimer Str.;Zeppenheimer Str.;Kalkum;40489;679;;;;;56
Kleineforstweg;;5079;5080;Ratinger Weg;Forster Weg;Ludenberg;40629;2162;;;;;73
Klein-Eller;;4874;;Am Hackenbruch;Anhalter Straße;Eller;40229;2163;;;;;82
Kleiner Torfbruch;;5174;5274;Vennstraße;nach Südwesten;Unterbach;40627;797;;;;;84
Kleinforst;siehe Am K.;;;;;;;;;;;;
Kleinschmitthauser Weg;;4582;4482;Kalkumer Straße;Kittelbach;Unterrath;40468;2165;;;;;62
Kleinstraße;;5170;;Telleringstraße;Forststraße;Benrath;40597;2166;;;;;95
Klein-Straße;siehe Felix-K.-Str. oder Siegfried-K.-Str.;;;;;;;;;;;;
Klemensplatz;;4285;;Sankt-Göres-Straße;Kreuzbergstraße;Kaiserswerth;40489;2168;;;;;53
Kleppe-Straße;siehe Karl-K.-Str.;;;;;;;;;;;;
Klever Straße;;4478;4579;Cecilienallee;Rossstraße;Pempelfort;40477;2169;1;21;;;14
Klever Straße;;4478;4579;Cecilienallee;Rossstraße;Pempelfort;40477;2169;23;999;;;14
Klever Straße;;4478;4579;Cecilienallee;Rossstraße;Golzheim;40477;2169;;;2;20;16
Klever Straße;;4478;4579;Cecilienallee;Rossstraße;Golzheim;40477;2169;;;22;998;16
Klingelhöferstraße;;4972;4872;Halbuschstraße;Burgenlandweg;Wersten;40591;2170;;;;;91
Klinkhammer-Platz;siehe Pastor-K.-Pl.;;;;;;;;;;;;
Klompenkothen;siehe Am K.;;;;;;;;;;;;
Klopstockstraße;;4778;4779;Graf-Recke-Straße;Max-Planck-Straße;Düsseltal;40237;2171;;;;;23
Klosekamp;;4287;4286;Am Oberen Werth;nach Norden;Kaiserswerth;40489;3617;;;;;53
Klose-Weg;siehe Tilde-K.-W.;;;;;;;;;;;;
Klosterhof;siehe Am K.;;;;;;;;;;;;
Klosterstraße;;4577;;Berliner Allee;Worringer Platz;Stadtmitte;40211;2172;;;;;13
Klotzbahn;;5077;;Märkische Straße;Am Zollhaus kreuz. über d. hinaus;Gerresheim;40625;2173;;;;;71
Knab-Straße;siehe Josef-K.-Str.;;;;;;;;;;;;
Knapp-Straße;siehe Elly-Heuss-K.-Str.;;;;;;;;;;;;
Knechtstedenstraße;;3977;3978;Kevelaerer Straße;Aldekerkstraße;Heerdt;40549;2174;;;;;42
Kneip-Straße;siehe Jakob-K.-Str.;;;;;;;;;;;;
Kneist-Weg;siehe Gustav-K.-W.;;;;;;;;;;;;
Knittkuhler Straße;;5182;5180;Bergische Landstraße;Stadtgrenze;Ludenberg;40629;3554;1;17;;;73
Knittkuhler Straße;;5182;5180;Bergische Landstraße;Stadtgrenze;Knittkuhl;40629;3554;19;999;2;998;75
Knopp-Platz;siehe Nikolaus-K.-Pl.;;;;;;;;;;;;
Koblenzer Straße;;5169;5367;Urdenbacher Allee;Frankfurter Straße;Benrath;40593;2175;1;45;2;24;95
Koblenzer Straße;;5169;5367;Urdenbacher Allee;Frankfurter Straße;Urdenbach;40593;2175;47;131;26;82;96
Koblenzer Straße;;5169;5367;Urdenbacher Allee;Frankfurter Straße;Garath;40595;2175;133;999;84;998;101
Köhler-Weg;siehe Fritz-K.-W.;;;;;;;;;;;;
Köhlstraße;;4282;;Bredelaerstraße;Lilienthalstraße;Lohausen;40474;2176;;;;;52
Köhnen;siehe Am K.;;;;;;;;;;;;
Kölner Landstraße;;4774;4871;Siegburger Straße;Bahlenstraße;Wersten;40591;2177;1;103;2;106;91
Kölner Landstraße;;4774;4871;Siegburger Straße;Bahlenstraße;Wersten;40591;2177;105;263;108;262;91
Kölner Landstraße;;4774;4871;Siegburger Straße;Bahlenstraße;Wersten;40589;2177;265;385;264;360;91
Kölner Landstraße;;4774;4871;Siegburger Straße;Bahlenstraße;Holthausen;40589;2177;387;999;362;998;93
Kölner Straße;;4577;4775;Am Wehrhahn;Oberbilker Allee;Stadtmitte;40211;2178;1;81;2;86;13
Kölner Straße;;4577;4775;Am Wehrhahn;Oberbilker Allee;Oberbilk;40227;2178;;;88;110;37
Kölner Straße;;4577;4775;Am Wehrhahn;Oberbilker Allee;Oberbilk;40227;2178;83;239;112;214;37
Kölner Straße;;4577;4775;Am Wehrhahn;Oberbilker Allee;Oberbilk;40227;2178;241;999;216;998;37
Kölner Tor;;5078;;Flachsmarkt;Am Pesch;Gerresheim;40625;2179;;;;;71
Kölner Weg;;4670;4768;Alt-Himmelgeist;Rheinfähre;Himmelgeist;40589;2180;1;999;2;50;92
Kölner Weg;;4670;4768;Alt-Himmelgeist;Rheinfähre;Itter;40589;2180;;;52;998;97
Koenenkampweg;;4390;4589;Verloher Kirchweg;Kalkweg;Angermund;40489;866;;;;;55
Königsallee;;4476;4477;Elberfelder Straße;Luisenstraße;Stadtmitte;40212;2181;1;57;2;98;13
Königsallee;;4476;4477;Elberfelder Straße;Luisenstraße;Stadtmitte;40215;2181;59;59;;;31
Königsallee;;4476;4477;Elberfelder Straße;Luisenstraße;Friedrichstadt;40215;2181;61;999;98a;998;31
Königsberger Straße;;4776;4975;Ronsdorfer Straße;Sandträgerweg;Lierenfeld;40231;2182;1;177;2;202;81
Königsberger Straße;;4776;4975;Ronsdorfer Straße;Sandträgerweg;Eller;40231;2182;179;999;204;998;82
Königshof;siehe Am K.;;;;;;;;;;;;
Königshütter Straße;;4976;;Gubener Straße;Eisenbahn;Vennhausen;40627;2183;;;;;83
Königstraße;;4477;4577;Königsallee;Martin-Luther-Pl.;Stadtmitte;40212;2184;;;;;13
König-Weg;siehe Dechant-König-Weg;;;;;;;;;;;;
Könn-Straße;siehe Heinrich-K.-Str.;;;;;;;;;;;;
Kö-Passage;;4477;;Königsallee;Hofgartenstraße;Stadtmitte;40212;2185;;;;;13
Köppler-Straße;siehe Heinrich-K.-Str.;;;;;;;;;;;;
Körner-Straße;siehe Theodor-K.-Str.;;;;;;;;;;;;
Körtingstraße;;4877;;Benzstraße;nach Nordosten;Flingern Nord;40235;2186;;;;;22
Kösener Weg;;4975;5075;Erfurter Weg;Reichenbacher Weg;Vennhausen;40627;2187;;;;;83
Kösliner Straße;;4689;;Tilsiter Straße;nach Osten;Angermund;40489;585;;;;;55
Koetschaustraße;;4381;;Am Hain;Klapheckstraße;Stockum;40474;2188;;;;;51
Kötten;siehe In den K.;;;;;;;;;;;;
Kohlrauschweg;;4772;;Dechenweg;Guerickeweg;Wersten;40591;2189;;;;;91
Kohlweg;;4274;4374;Völklinger Straße;Aderkirchweg;Hamm;40221;2190;;;;;34
Kolberger Straße;;5071;;Am Köhnen;Spangerstraße;Hassels;40599;3668;;;;;98
Kolbe-Straße;siehe Maximilian-K.-Str.;;;;;;;;;;;;
Kolhagenstraße;;5068;5168;Kammerrathsfeldstraße;Urdenbacher Allee;Benrath;40593;2191;7;999;;;95
Kolhagenstraße;;5068;5168;Kammerrathsfeldstraße;Urdenbacher Allee;Urdenbach;40593;2191;1;5;2;998;96
Kolpingplatz;;4478;4578;Klever Straße;Pfalzstraße;Pempelfort;40477;2192;;;;;14
Kolping-Straße;siehe Adolf-K.-Str.;;;;;;;;;;;;
Konkordiastraße;;4375;4476;Reichsstraße;Bilker Allee;Unterbilk;40219;2194;;;;;32
Konrad-Adenauer-Platz;;4576;;Worringer Straße;Graf-Adolf-Straße;Stadtmitte;40210;3199;;;;;13
Konrad-Hagius-Straße;;5168;;Corellistraße;nach Südwesten u. Südosten;Urdenbach;40593;3262;;;;;96
Konradstraße;;4874;4974;Gertrudisplatz;Flottenstraße;Eller;40229;2195;;;;;82
Kopernikusstraße;;4474;;Aachener Straße;Himmelgeister Straße;Bilk;40223;1450;1;51;2;52;36
Kopernikusstraße;;4474;;Aachener Straße;Himmelgeister Straße;Bilk;40225;1450;53;999;54;998;36
Koppelshof;siehe Am K.;;;;;;;;;;;;
Koppelskamp;;4589;;Angermunder Straße;Hoppengarten;Angermund;40489;612;;;;;55
Koppersstraße;;3977;;Wiesenstraße;nach Westen;Heerdt;40549;3605;;;;;42
Kornblumenweg;;4875;;An der Schützenwiese;Wickenweg;Lierenfeld;40231;2196;;;;;81
Korveyer Straße;;4581;;Lemgoer Weg;Am Röttchen;Unterrath;40468;2198;;;;;62
Krahestraße;;4676;4677;Gerresheimer Str.;Langerstraße;Flingern Süd;40233;2200;;;;;21
Krahe-Straße;siehe Peter-K.-Str.;;;;;;;;;;;;
Krahkampweg;;4373;4472;Volmerswerther Str.;Fleher Deich;Volmerswerth;40221;2201;1;95;;;35
Krahkampweg;;4373;4472;Volmerswerther Str.;Fleher Deich;Flehe;40223;2201;97;999;2;998;38
Krahnap;siehe Am K.;;;;;;;;;;;;
Krahnenburgstraße;;4683;;Lichtenbroicher Weg;Volkardeyer Weg;Lichtenbroich;40472;2202;;;;;61
Kramer-Weg;siehe Pastor-Kramer-Weg;;;;;;;;;;;;
Krane-Straße;siehe Anna-v.-K.-Str.;;;;;;;;;;;;
Kratz-Weg;siehe Robert-K.-W.;;;;;;;;;;;;
Krausen Baum;siehe Am K. B.;;;;;;;;;;;;
Krefelder Straße;;4078;;Schiessstraße;Stadtgrenze;Heerdt;40549;2204;;;;;42
Kreis-Straße;siehe Wilhelm-K.-Str.;;;;;;;;;;;;
Kreitenstraße;;4680;;Münsterstraße;Sankt-Franziskus-Str.;Mörsenbroich;40470;2205;;;;;64
Kreutzerstraße;;4180;;Bonifatiusstraße;Niederkasseler Deich;Lörick;40547;2206;;;;;43
Kreuzberg;siehe Am K.;;;;;;;;;;;;
Kreuzbergstraße;;4285;4386;Klemensplatz;Alte Kalkumer Str.;Kaiserswerth;40489;2207;;;;;53
Kreuzburger Weg;;4875;;Gatherweg;Posener Straße;Lierenfeld;40231;2208;;;;;81
Kreuzstraße;;4576;4577;Klosterstraße;Berliner Allee;Stadtmitte;40210;2210;;;;;13
Kribbenstraße;;4177;4178;Pariser Straße;Rheinallee;Heerdt;40549;2211;;;;;42
Kriegerstraße;;4580;;Luppstraße;Heinrich-Ehrhardt-Str.;Derendorf;40468;2212;;;;;15
Kriegestraße;;4282;;Hüttmannstraße;Josef-Wilden-Str.;Lohausen;40474;2213;;;;;52
Krienengarten;siehe Am K.;;;;;;;;;;;;
Krippstraße;;4974;;Vennhauser Allee;Eisenbahn;Eller;40229;2214;;;;;82
Krönerweg;;4481;4381;Deikerstraße;An d. Golzheimer Heide;Unterrath;40468;2215;;;;;62
Krokusweg;;4875;;Gatherweg;Am Schurfwinkel;Lierenfeld;40231;2216;;;;;81
Kronacher Weg;;5075;;Kamper Weg;nach Westen;Vennhausen;40627;3695;;;;;83
Krone;siehe Auf der K.;;;;;;;;;;;;
Kronenstraße;;4475;;Fürstenwall;Bachstraße;Unterbilk;40217;2217;;;;;32
Kronprinzenstraße;;4475;4476;Reichsstraße;Bachstraße;Unterbilk;40217;2218;;;;;32
Krummen Weg;siehe Am K. W.;;;;;;;;;;;;
Kruppstraße;;4575;4676;Kölner Straße;Volksgartenstraße;Oberbilk;40227;2219;1;51;2;62;37
Kruppstraße;;4575;4676;Kölner Straße;Volksgartenstraße;Oberbilk;40227;2219;53;999;64;998;37
Kryn-Weg;siehe Toni-K.-Weg;;;;;;;;;;;;
Kühlwetterstraße;;4679;;Grunerstraße;Brehmstraße;Düsseltal;40239;2220;;;;;23
Kündgensweg;;4874;4875;Karl-Geusen-Straße;Am Turnisch;Lierenfeld;40231;2221;;;;;81
Künnestraße;;5077;;Heyestraße;nach Westen;Gerresheim;40625;2222;;;;;71
Küppersteger Straße;;4772;4872;Kölner Landstraße;Werst. Friedhofstr.;Wersten;40591;2223;;;;;91
Kürtenstraße;;4582;4681;Herdecker Straße;Hamborner Straße;Unterrath;40472;2224;169;999;140;998;62
Kürtenstraße;;4582;4681;Herdecker Straße;Hamborner Straße;Rath;40472;2224;1;167;2;138;63
Kuhbenden;siehe Auf den K.;;;;;;;;;;;;
Kuhlen;siehe Auf den K.;;;;;;;;;;;;
Kuhstraße;;4275;;Hammer Dorfstraße;Fringsstraße;Hamm;40221;2225;;;;;34
Kuhtor;siehe Am K.;;;;;;;;;;;;
Kulmer Straße;;5171;5071;Heiligenhauser Str.;Am Köhnen;Hassels;40599;2226;;;;;98
Kurfürstenstraße;;4576;4577;Karl-Anton-Straße;Karlstraße;Stadtmitte;40211;2227;;;;;13
Kurt-Baurichter-Straße;;4478;;Sittarder Straße;Klever Straße;Pempelfort;40474;3752;;;;;14
Kurt-Schumacher-Straße;;5267;;Heinrich-v.-Brentano-Pl.;S-Bahnhof Garath;Garath;40595;3152;;;;;101
Kurt-Tucholsky-Straße;;5367;5368;Carl-Fr.-Goerdeler-Str.;Adam-Stegerwald-Str.;Garath;40595;3184;;;;;101
Kurze Straße;;4477;;Burgplatz;Mertensgasse;Altstadt;40213;2229;;;;;11
Kuseler Weg;;4873;;Dillenburger Weg;Weilburger Weg;Eller;40229;2230;;;;;82
Kuthsweg;;4875;;Karl-Geusen-Straße;Reisholzer Straße;Lierenfeld;40231;2231;;;;;81
Kyffhäuserstraße;;4378;4377;Luegallee;Comeniusstraße;Oberkassel;40545;2232;;;;;41
Kyllmann-Straße;siehe Walter-K.-Str.;;;;;;;;;;;;
Laak;siehe In der L.;;;;;;;;;;;;
Lacombletstraße;;4679;;Brehmstraße;Mulvanystraße;Düsseltal;40239;2233;;;;;23
Lärchenweg;;5171;;Hoxbachstraße;Erlenweg;Hassels;40599;2234;;;;;98
Lahnweg;;4376;4375;Neusser Straße;Neusser Straße;Unterbilk;40219;2236;;;;;32
Lakronstraße;;4978;5078;Unter den Eichen;Ikenstraße;Gerresheim;40625;2237;;;;;71
Lambert-Backer-Straße;;5175;5075;Erikastraße;nach Nordwesten;Vennhausen;40627;3656;;;;;83
Lambertusstraße;;4477;;Liefergasse;Stiftsplatz;Altstadt;40213;2238;;;;;11
Lampertheimer Weg;;4774;;Seeheimer Weg;Eisenbahn;Oberbilk;40227;2239;;;;;37
Landauer Weg;;4774;4775;Dürkheimer Weg;Offenbacher Weg;Oberbilk;40227;2240;;;;;37
Landsberger Straße;;5172;;Am Schönenkamp;Tönisstraße;Hassels;40599;3222;;;;;98
Langenberger Straße;;4775;;Ronsdorfer Straße;Gruitener Straße;Flingern Süd;40233;2241;;;;;21
Langenbielauer Weg;;4975;;Saganer Weg;Waldenburger Weg;Vennhausen;40627;2242;;;;;83
Langenfelder Straße;;4772;4872;Werstener Feld;Reusrather Straße;Wersten;40591;2243;;;;;91
Langenfeldsbusch;siehe Am L.;;;;;;;;;;;;
Langen Weiher;siehe Am L.W.;;;;;;;;;;;;
Langeoogstraße;;4482;;Wangeroogestraße;Juiststraße;Unterrath;40468;2244;;;;;62
Langerstraße;;4676;4677;Gerresheimer Straße;Erkrather Straße;Flingern Süd;40233;2245;;;;;21
Langfuhrstraße;;5171;;Hasselsstraße;Zoppoter Straße;Hassels;40599;2246;;;;;98
Lank;siehe An der L.;;;;;;;;;;;;
Lanker Straße;;4278;;Hansaallee;Lütticher Straße;Oberkassel;40545;2247;;;;;41
Lantzallee;;4283;;Niederrheinstraße;Im Grund;Lohausen;40474;2248;;;;;52
Lassallestraße;;5075;;Vennhauser Allee;Kamper Weg;Vennhausen;40627;2249;;;;;83
Laubachstraße;;5078;;Metzkauser Straße;Am Poth;Gerresheim;40625;2250;;;;;71
Lau-Straße;siehe Friedrich-L.-Str.;;;;;;;;;;;;
Lausward;siehe Auf der L.;;;;;;;;;;;;
Lehn;siehe Am L.;;;;;;;;;;;;
Lehr-Ufer;siehe Robert-L.-U.;;;;;;;;;;;;
Leichlinger Straße;;4872;4772;Kölner Landstraße;Werstener Feld;Wersten;40591;2252;;;;;91
Leierbachweg;;4977;;Wiebachweg;Deilbachweg;Gerresheim;40625;2253;;;;;71
Leimkuhle;siehe An der L.;;;;;;;;;;;;
Leinenweberweg;;5069;;Robert-Hansen-Straße;Haus-Endt-Straße;Urdenbach;40593;3576;;;;;96
Leinpfad;;4285;4288;Herbert-Eulenberg-Weg;Rheinuferweg;Kaiserswerth;40489;2254;;;;;53
Leipziger Straße;;4689;;Tilsiter Straße;nach Osten;Angermund;40489;613;;;;;55
Leitenstorfferstraße;;5069;;Im Diepental;nach Norden;Benrath;40597;3297;;;;;95
Lemgoer Weg;;4581;;Am Röttchen;Höxterweg kreuz. über d. hinaus;Derendorf;40468;2255;167;999;170;998;15
Lemgoer Weg;;4581;;Am Röttchen;Höxterweg kreuz. über d. hinaus;Unterrath;40468;2255;1;165;2;168;62
Lemmer-Straße;siehe Ernst-L.-Str.;;;;;;;;;;;;
Lenaustraße;;4779;4880;Rather Broich;Graf-Recke-Straße;Rath;40470;2256;1;5;2;4;63
Lenaustraße;;4779;4880;Rather Broich;Graf-Recke-Straße;Mörsenbroich;40470;2256;7;221;;;64
Lenaustraße;;4779;4880;Rather Broich;Graf-Recke-Straße;Mörsenbroich;40470;2256;223;999;;;64
Lenaustraße;;4779;4880;Rather Broich;Graf-Recke-Straße;Grafenberg;40470;2256;;;6;998;72
Lenneper Straße;;4773;;Sprockhöveler Str.;Sprockhöveler Str.;Wersten;40591;3214;;;;;91
Lennéstraße;;4587;;Schlossstraße;Tußmannstraße;Pempelfort;40477;2257;;;;;14
Leo-Baeck-Straße;;5266;5366;Hellerhofweg;nach Süden;Hellerhof;40595;3623;;;;;102
Leopoldstraße;;4577;;Oststraße;Kölner Straße;Stadtmitte;40211;2258;;;;;13
Leo-Statz-Platz;;4475;4476;Fürstenwall;Kronprinzenstraße;Unterbilk;40217;3609;;;;;32
Leo-Statz-Straße;;4380;;Karl-Kleppe-Straße;Petersenstraße;Golzheim;40474;2259;;;;;16
Leostraße;;4377;4378;Luegplatz;Askanierstraße;Oberkassel;40545;2260;1;75;2;66;41
Leostraße;;4377;4378;Luegplatz;Askanierstraße;Niederkassel;40547;2260;77;999;68;998;44
Lerchenstraße;;4278;;Niederkasseler Kirchweg;Neersener Straße;Oberkassel;40547;2261;;;;;41
Lersch-Straße;siehe Heinrich-L.-Str.;;;;;;;;;;;;
Lessingplatz;;4575;;Siemensstraße;Sonnenstraße;Oberbilk;40227;2262;;;;;37
Lessingstraße;;4575;4576;Ellerstraße;Sonnenstraße;Oberbilk;40227;2263;;;;;37
Leuchtenberger Kirchweg;;4284;4183;Niederrheinstraße;Nagelsweg;Lohausen;40474;2264;53;999;52;998;52
Leuchtenberger Kirchweg;;4284;4183;Niederrheinstraße;Nagelsweg;Kaiserswerth;40489;2264;1;51b;2;50;53
Leuthenstraße;;4875;4975;Richardstraße;Sudetenstraße;Eller;40231;2266;;;;;82
Leutweinstraße;;5168;5268;Lüderitzstraße;Sodenstraße;Urdenbach;40593;2267;;;;;96
Leutze-Straße;siehe Emanuel-L.-Str.;;;;;;;;;;;;
Leverkuser Straße;;4772;4872;Werstener Feld;Reusrather Straße;Wersten;40591;2268;;;;;91
Levin-Ufer;siehe Julo-Levin-Ufer;;;;;;;;;;;;
Lewitstraße;;4278;;Beim Dorf;Lütticher Straße;Niederkassel;40547;2269;;;;;44
Lichtenbroicher Graben;siehe Am L. G.;;;;;;;;;;;;
